id,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
16090,male,15-24 years,1,29288,3.41,Malta2008,,"8,977,149,553",23007,Millenials
16091,male,25-34 years,1,31016,3.22,Malta2008,,"8,977,149,553",23007,Generation X
16092,female,15-24 years,0,27700,0.0,Malta2008,,"8,977,149,553",23007,Millenials
16093,female,25-34 years,0,28817,0.0,Malta2008,,"8,977,149,553",23007,Generation X
16094,female,5-14 years,0,22214,0.0,Malta2008,,"8,977,149,553",23007,Generation Z
16095,female,55-74 years,0,47402,0.0,Malta2008,,"8,977,149,553",23007,Silent
16096,female,75+ years,0,15479,0.0,Malta2008,,"8,977,149,553",23007,Silent
16097,male,5-14 years,0,23474,0.0,Malta2008,,"8,977,149,553",23007,Generation Z
16098,male,25-34 years,9,31502,28.57,Malta2009,,"8,528,202,278",21695,Generation X
16099,male,75+ years,2,9840,20.33,Malta2009,,"8,528,202,278",21695,Silent
16100,male,55-74 years,9,45352,19.84,Malta2009,,"8,528,202,278",21695,Silent
16101,male,35-54 years,10,56425,17.72,Malta2009,,"8,528,202,278",21695,Boomers
16102,male,15-24 years,3,29462,10.18,Malta2009,,"8,528,202,278",21695,Millenials
16103,female,25-34 years,2,29150,6.86,Malta2009,,"8,528,202,278",21695,Generation X
16104,female,15-24 years,1,27616,3.62,Malta2009,,"8,528,202,278",21695,Millenials
16105,female,35-54 years,0,54933,0.0,Malta2009,,"8,528,202,278",21695,Boomers
16106,female,5-14 years,0,21609,0.0,Malta2009,,"8,528,202,278",21695,Generation Z
16107,female,55-74 years,0,48486,0.0,Malta2009,,"8,528,202,278",21695,Silent
16108,female,75+ years,0,15983,0.0,Malta2009,,"8,528,202,278",21695,Silent
16109,male,5-14 years,0,22744,0.0,Malta2009,,"8,528,202,278",21695,Generation Z
16110,male,35-54 years,17,56430,30.13,Malta2010,0.824,"8,741,059,603",22132,Generation X
16111,male,75+ years,2,10212,19.58,Malta2010,0.824,"8,741,059,603",22132,Silent
16112,male,15-24 years,3,29208,10.27,Malta2010,0.824,"8,741,059,603",22132,Millenials
16113,male,25-34 years,3,31445,9.54,Malta2010,0.824,"8,741,059,603",22132,Generation X
16114,male,55-74 years,4,46730,8.56,Malta2010,0.824,"8,741,059,603",22132,Silent
16115,female,55-74 years,2,49604,4.03,Malta2010,0.824,"8,741,059,603",22132,Silent
16116,female,15-24 years,0,27407,0.0,Malta2010,0.824,"8,741,059,603",22132,Millenials
16117,female,25-34 years,0,29274,0.0,Malta2010,0.824,"8,741,059,603",22132,Generation X
16118,female,35-54 years,0,54977,0.0,Malta2010,0.824,"8,741,059,603",22132,Generation X
16119,female,5-14 years,0,21055,0.0,Malta2010,0.824,"8,741,059,603",22132,Generation Z
16120,female,75+ years,0,16506,0.0,Malta2010,0.824,"8,741,059,603",22132,Silent
16121,male,5-14 years,0,22101,0.0,Malta2010,0.824,"8,741,059,603",22132,Generation Z
16122,male,35-54 years,9,56411,15.95,Malta2011,0.822,"9,507,645,260",23984,Generation X
16123,male,25-34 years,4,31295,12.78,Malta2011,0.822,"9,507,645,260",23984,Millenials
16124,male,15-24 years,3,28714,10.45,Malta2011,0.822,"9,507,645,260",23984,Millenials
16125,male,55-74 years,4,48074,8.32,Malta2011,0.822,"9,507,645,260",23984,Boomers
16126,female,15-24 years,0,27130,0.0,Malta2011,0.822,"9,507,645,260",23984,Millenials
16127,female,25-34 years,0,29205,0.0,Malta2011,0.822,"9,507,645,260",23984,Millenials
16128,female,35-54 years,0,54987,0.0,Malta2011,0.822,"9,507,645,260",23984,Generation X
16129,female,5-14 years,0,20542,0.0,Malta2011,0.822,"9,507,645,260",23984,Generation Z
16130,female,55-74 years,0,50691,0.0,Malta2011,0.822,"9,507,645,260",23984,Boomers
16131,female,75+ years,0,17111,0.0,Malta2011,0.822,"9,507,645,260",23984,Silent
16132,male,5-14 years,0,21524,0.0,Malta2011,0.822,"9,507,645,260",23984,Generation Z
16133,male,75+ years,0,10739,0.0,Malta2011,0.822,"9,507,645,260",23984,Silent
16134,male,55-74 years,8,49347,16.21,Malta2012,0.83,"9,209,559,296",23074,Boomers
16135,male,35-54 years,6,56478,10.62,Malta2012,0.83,"9,209,559,296",23074,Generation X
16136,male,25-34 years,3,31548,9.51,Malta2012,0.83,"9,209,559,296",23074,Millenials
16137,male,75+ years,1,11234,8.9,Malta2012,0.83,"9,209,559,296",23074,Silent
16138,female,35-54 years,4,54944,7.28,Malta2012,0.83,"9,209,559,296",23074,Generation X
16139,female,55-74 years,2,51796,3.86,Malta2012,0.83,"9,209,559,296",23074,Boomers
16140,male,15-24 years,1,28647,3.49,Malta2012,0.83,"9,209,559,296",23074,Millenials
16141,female,15-24 years,0,26975,0.0,Malta2012,0.83,"9,209,559,296",23074,Millenials
16142,female,25-34 years,0,29331,0.0,Malta2012,0.83,"9,209,559,296",23074,Millenials
16143,female,5-14 years,0,20066,0.0,Malta2012,0.83,"9,209,559,296",23074,Generation Z
16144,female,75+ years,0,17713,0.0,Malta2012,0.83,"9,209,559,296",23074,Silent
16145,male,5-14 years,0,21059,0.0,Malta2012,0.83,"9,209,559,296",23074,Generation Z
16146,male,35-54 years,11,56705,19.4,Malta2013,0.837,"10,145,114,180",25191,Generation X
16147,male,75+ years,1,11751,8.51,Malta2013,0.837,"10,145,114,180",25191,Silent
16148,male,55-74 years,4,50574,7.91,Malta2013,0.837,"10,145,114,180",25191,Boomers
16149,male,15-24 years,2,28655,6.98,Malta2013,0.837,"10,145,114,180",25191,Millenials
16150,male,25-34 years,2,32048,6.24,Malta2013,0.837,"10,145,114,180",25191,Millenials
16151,male,5-14 years,1,20804,4.81,Malta2013,0.837,"10,145,114,180",25191,Generation Z
16152,female,25-34 years,1,29657,3.37,Malta2013,0.837,"10,145,114,180",25191,Millenials
16153,female,15-24 years,0,26698,0.0,Malta2013,0.837,"10,145,114,180",25191,Millenials
16154,female,35-54 years,0,54854,0.0,Malta2013,0.837,"10,145,114,180",25191,Generation X
16155,female,5-14 years,0,19765,0.0,Malta2013,0.837,"10,145,114,180",25191,Generation Z
16156,female,55-74 years,0,52903,0.0,Malta2013,0.837,"10,145,114,180",25191,Boomers
16157,female,75+ years,0,18314,0.0,Malta2013,0.837,"10,145,114,180",25191,Silent
16158,male,75+ years,5,12335,40.54,Malta2014,0.839,"11,234,045,376",27634,Silent
16159,male,35-54 years,13,57094,22.77,Malta2014,0.839,"11,234,045,376",27634,Generation X
16160,male,55-74 years,5,51764,9.66,Malta2014,0.839,"11,234,045,376",27634,Boomers
16161,male,15-24 years,2,28298,7.07,Malta2014,0.839,"11,234,045,376",27634,Millenials
16162,male,25-34 years,2,32560,6.14,Malta2014,0.839,"11,234,045,376",27634,Millenials
16163,female,5-14 years,1,19668,5.08,Malta2014,0.839,"11,234,045,376",27634,Generation Z
16164,female,15-24 years,1,26151,3.82,Malta2014,0.839,"11,234,045,376",27634,Millenials
16165,female,25-34 years,1,30050,3.33,Malta2014,0.839,"11,234,045,376",27634,Millenials
16166,female,55-74 years,1,54027,1.85,Malta2014,0.839,"11,234,045,376",27634,Boomers
16167,female,35-54 years,1,54883,1.82,Malta2014,0.839,"11,234,045,376",27634,Generation X
16168,female,75+ years,0,18918,0.0,Malta2014,0.839,"11,234,045,376",27634,Silent
16169,male,5-14 years,0,20777,0.0,Malta2014,0.839,"11,234,045,376",27634,Generation Z
16170,male,25-34 years,8,33179,24.11,Malta2015,,"10,574,026,838",25750,Millenials
16171,male,35-54 years,9,57603,15.62,Malta2015,,"10,574,026,838",25750,Generation X
16172,male,55-74 years,8,53017,15.09,Malta2015,,"10,574,026,838",25750,Boomers
16173,male,15-24 years,2,27768,7.2,Malta2015,,"10,574,026,838",25750,Millenials
16174,female,35-54 years,3,55098,5.44,Malta2015,,"10,574,026,838",25750,Generation X
16175,female,15-24 years,1,25588,3.91,Malta2015,,"10,574,026,838",25750,Millenials
16176,female,55-74 years,2,55161,3.63,Malta2015,,"10,574,026,838",25750,Boomers
16177,female,25-34 years,1,30613,3.27,Malta2015,,"10,574,026,838",25750,Millenials
16178,female,5-14 years,0,19625,0.0,Malta2015,,"10,574,026,838",25750,Generation Z
16179,female,75+ years,0,19379,0.0,Malta2015,,"10,574,026,838",25750,Silent
16180,male,5-14 years,0,20817,0.0,Malta2015,,"10,574,026,838",25750,Generation Z
16181,male,75+ years,0,12789,0.0,Malta2015,,"10,574,026,838",25750,Silent
16182,female,75+ years,2,8800,22.73,Mauritius1985,0.575,"1,080,642,033",1223,G.I. Generation
16183,male,25-34 years,19,88500,21.47,Mauritius1985,0.575,"1,080,642,033",1223,Boomers
16184,male,35-54 years,18,89500,20.11,Mauritius1985,0.575,"1,080,642,033",1223,Silent
16185,male,55-74 years,9,45300,19.87,Mauritius1985,0.575,"1,080,642,033",1223,G.I. Generation
16186,male,15-24 years,21,109400,19.2,Mauritius1985,0.575,"1,080,642,033",1223,Generation X
16187,female,15-24 years,18,106300,16.93,Mauritius1985,0.575,"1,080,642,033",1223,Generation X
16188,female,55-74 years,4,47900,8.35,Mauritius1985,0.575,"1,080,642,033",1223,G.I. Generation
16189,female,25-34 years,6,87200,6.88,Mauritius1985,0.575,"1,080,642,033",1223,Boomers
16190,female,35-54 years,6,90500,6.63,Mauritius1985,0.575,"1,080,642,033",1223,Silent
16191,male,5-14 years,1,104700,0.96,Mauritius1985,0.575,"1,080,642,033",1223,Generation X
16192,female,5-14 years,0,100900,0.0,Mauritius1985,0.575,"1,080,642,033",1223,Generation X
16193,male,75+ years,0,4400,0.0,Mauritius1985,0.575,"1,080,642,033",1223,G.I. Generation
16194,male,25-34 years,7,88800,7.88,Mauritius1986,,"1,469,046,115",1636,Boomers
16195,male,35-54 years,7,94900,7.38,Mauritius1986,,"1,469,046,115",1636,Silent
16196,female,15-24 years,6,104600,5.74,Mauritius1986,,"1,469,046,115",1636,Generation X
16197,male,15-24 years,5,108300,4.62,Mauritius1986,,"1,469,046,115",1636,Generation X
16198,female,25-34 years,2,88500,2.26,Mauritius1986,,"1,469,046,115",1636,Boomers
16199,male,55-74 years,1,45700,2.19,Mauritius1986,,"1,469,046,115",1636,G.I. Generation
16200,female,35-54 years,0,96400,0.0,Mauritius1986,,"1,469,046,115",1636,Silent
16201,female,5-14 years,0,102100,0.0,Mauritius1986,,"1,469,046,115",1636,Generation X
16202,female,55-74 years,0,48500,0.0,Mauritius1986,,"1,469,046,115",1636,G.I. Generation
16203,female,75+ years,0,9100,0.0,Mauritius1986,,"1,469,046,115",1636,G.I. Generation
16204,male,5-14 years,0,106500,0.0,Mauritius1986,,"1,469,046,115",1636,Generation X
16205,male,75+ years,0,4700,0.0,Mauritius1986,,"1,469,046,115",1636,G.I. Generation
16206,male,35-54 years,36,98200,36.66,Mauritius1987,,"1,888,754,655",2073,Silent
16207,female,15-24 years,28,102000,27.45,Mauritius1987,,"1,888,754,655",2073,Generation X
16208,male,25-34 years,21,91300,23.0,Mauritius1987,,"1,888,754,655",2073,Boomers
16209,male,15-24 years,24,105000,22.86,Mauritius1987,,"1,888,754,655",2073,Generation X
16210,female,75+ years,2,9000,22.22,Mauritius1987,,"1,888,754,655",2073,G.I. Generation
16211,male,55-74 years,6,45800,13.1,Mauritius1987,,"1,888,754,655",2073,G.I. Generation
16212,female,25-34 years,10,92900,10.76,Mauritius1987,,"1,888,754,655",2073,Boomers
16213,female,55-74 years,3,49500,6.06,Mauritius1987,,"1,888,754,655",2073,G.I. Generation
16214,female,35-54 years,6,100300,5.98,Mauritius1987,,"1,888,754,655",2073,Silent
16215,female,5-14 years,4,103900,3.85,Mauritius1987,,"1,888,754,655",2073,Generation X
16216,male,5-14 years,0,108600,0.0,Mauritius1987,,"1,888,754,655",2073,Generation X
16217,male,75+ years,0,4800,0.0,Mauritius1987,,"1,888,754,655",2073,G.I. Generation
16218,male,75+ years,3,4800,62.5,Mauritius1988,,"2,143,484,488",2317,G.I. Generation
16219,male,35-54 years,44,101600,43.31,Mauritius1988,,"2,143,484,488",2317,Silent
16220,male,55-74 years,14,46800,29.91,Mauritius1988,,"2,143,484,488",2317,G.I. Generation
16221,male,25-34 years,28,95100,29.44,Mauritius1988,,"2,143,484,488",2317,Boomers
16222,female,15-24 years,21,99200,21.17,Mauritius1988,,"2,143,484,488",2317,Generation X
16223,male,15-24 years,21,102000,20.59,Mauritius1988,,"2,143,484,488",2317,Generation X
16224,female,25-34 years,19,95000,20.0,Mauritius1988,,"2,143,484,488",2317,Boomers
16225,female,35-54 years,11,106100,10.37,Mauritius1988,,"2,143,484,488",2317,Silent
16226,female,55-74 years,3,49900,6.01,Mauritius1988,,"2,143,484,488",2317,G.I. Generation
16227,female,5-14 years,2,105100,1.9,Mauritius1988,,"2,143,484,488",2317,Generation X
16228,male,5-14 years,1,109800,0.91,Mauritius1988,,"2,143,484,488",2317,Generation X
16229,female,75+ years,0,9600,0.0,Mauritius1988,,"2,143,484,488",2317,G.I. Generation
16230,male,25-34 years,41,96900,42.31,Mauritius1989,,"2,191,096,860",2349,Boomers
16231,male,75+ years,2,5200,38.46,Mauritius1989,,"2,191,096,860",2349,G.I. Generation
16232,male,35-54 years,37,103400,35.78,Mauritius1989,,"2,191,096,860",2349,Silent
16233,female,75+ years,2,10200,19.61,Mauritius1989,,"2,191,096,860",2349,G.I. Generation
16234,male,15-24 years,19,100400,18.92,Mauritius1989,,"2,191,096,860",2349,Generation X
16235,male,55-74 years,8,47500,16.84,Mauritius1989,,"2,191,096,860",2349,G.I. Generation
16236,female,15-24 years,11,97900,11.24,Mauritius1989,,"2,191,096,860",2349,Generation X
16237,female,55-74 years,5,50900,9.82,Mauritius1989,,"2,191,096,860",2349,G.I. Generation
16238,female,25-34 years,9,96500,9.33,Mauritius1989,,"2,191,096,860",2349,Boomers
16239,female,5-14 years,5,104600,4.78,Mauritius1989,,"2,191,096,860",2349,Generation X
16240,female,35-54 years,5,109900,4.55,Mauritius1989,,"2,191,096,860",2349,Silent
16241,male,5-14 years,0,109500,0.0,Mauritius1989,,"2,191,096,860",2349,Generation X
16242,male,35-54 years,33,107800,30.61,Mauritius1990,0.619,"2,653,480,001",2820,Silent
16243,male,55-74 years,13,48700,26.69,Mauritius1990,0.619,"2,653,480,001",2820,G.I. Generation
16244,male,25-34 years,26,98100,26.5,Mauritius1990,0.619,"2,653,480,001",2820,Boomers
16245,female,15-24 years,23,95400,24.11,Mauritius1990,0.619,"2,653,480,001",2820,Generation X
16246,female,25-34 years,18,97100,18.54,Mauritius1990,0.619,"2,653,480,001",2820,Boomers
16247,male,15-24 years,18,98500,18.27,Mauritius1990,0.619,"2,653,480,001",2820,Generation X
16248,female,55-74 years,4,51800,7.72,Mauritius1990,0.619,"2,653,480,001",2820,G.I. Generation
16249,female,35-54 years,8,115600,6.92,Mauritius1990,0.619,"2,653,480,001",2820,Silent
16250,female,5-14 years,3,103400,2.9,Mauritius1990,0.619,"2,653,480,001",2820,Generation X
16251,male,5-14 years,1,108400,0.92,Mauritius1990,0.619,"2,653,480,001",2820,Generation X
16252,female,75+ years,0,10500,0.0,Mauritius1990,0.619,"2,653,480,001",2820,G.I. Generation
16253,male,75+ years,0,5800,0.0,Mauritius1990,0.619,"2,653,480,001",2820,G.I. Generation
16254,male,75+ years,3,6300,47.62,Mauritius1991,,"2,856,890,681",3045,G.I. Generation
16255,male,25-34 years,37,100400,36.85,Mauritius1991,,"2,856,890,681",3045,Boomers
16256,male,55-74 years,12,47400,25.32,Mauritius1991,,"2,856,890,681",3045,Silent
16257,male,35-54 years,27,113400,23.81,Mauritius1991,,"2,856,890,681",3045,Boomers
16258,female,15-24 years,15,93300,16.08,Mauritius1991,,"2,856,890,681",3045,Generation X
16259,male,15-24 years,15,96200,15.59,Mauritius1991,,"2,856,890,681",3045,Generation X
16260,female,25-34 years,11,97100,11.33,Mauritius1991,,"2,856,890,681",3045,Boomers
16261,female,55-74 years,5,53600,9.33,Mauritius1991,,"2,856,890,681",3045,Silent
16262,female,35-54 years,9,114000,7.89,Mauritius1991,,"2,856,890,681",3045,Boomers
16263,female,5-14 years,3,101000,2.97,Mauritius1991,,"2,856,890,681",3045,Millenials
16264,female,75+ years,0,11500,0.0,Mauritius1991,,"2,856,890,681",3045,G.I. Generation
16265,male,5-14 years,0,103900,0.0,Mauritius1991,,"2,856,890,681",3045,Millenials
16266,male,75+ years,3,6600,45.45,Mauritius1992,,"3,224,267,548",3400,G.I. Generation
16267,male,35-54 years,47,118800,39.56,Mauritius1992,,"3,224,267,548",3400,Boomers
16268,male,25-34 years,24,101400,23.67,Mauritius1992,,"3,224,267,548",3400,Boomers
16269,male,15-24 years,17,96800,17.56,Mauritius1992,,"3,224,267,548",3400,Generation X
16270,male,55-74 years,8,48000,16.67,Mauritius1992,,"3,224,267,548",3400,Silent
16271,female,15-24 years,13,93200,13.95,Mauritius1992,,"3,224,267,548",3400,Generation X
16272,female,35-54 years,14,118500,11.81,Mauritius1992,,"3,224,267,548",3400,Boomers
16273,female,25-34 years,11,96800,11.36,Mauritius1992,,"3,224,267,548",3400,Boomers
16274,female,75+ years,1,11800,8.47,Mauritius1992,,"3,224,267,548",3400,G.I. Generation
16275,female,55-74 years,3,54700,5.48,Mauritius1992,,"3,224,267,548",3400,Silent
16276,female,5-14 years,4,99300,4.03,Mauritius1992,,"3,224,267,548",3400,Millenials
16277,male,5-14 years,1,102400,0.98,Mauritius1992,,"3,224,267,548",3400,Millenials
16278,male,75+ years,2,6800,29.41,Mauritius1993,,"3,263,368,410",3405,G.I. Generation
16279,male,25-34 years,30,102500,29.27,Mauritius1993,,"3,263,368,410",3405,Boomers
16280,male,35-54 years,33,123400,26.74,Mauritius1993,,"3,263,368,410",3405,Boomers
16281,male,55-74 years,13,48700,26.69,Mauritius1993,,"3,263,368,410",3405,Silent
16282,female,15-24 years,16,93500,17.11,Mauritius1993,,"3,263,368,410",3405,Generation X
16283,female,25-34 years,16,97000,16.49,Mauritius1993,,"3,263,368,410",3405,Boomers
16284,male,15-24 years,13,97500,13.33,Mauritius1993,,"3,263,368,410",3405,Generation X
16285,female,35-54 years,8,122700,6.52,Mauritius1993,,"3,263,368,410",3405,Boomers
16286,female,55-74 years,3,55600,5.4,Mauritius1993,,"3,263,368,410",3405,Silent
16287,female,5-14 years,2,97600,2.05,Mauritius1993,,"3,263,368,410",3405,Millenials
16288,male,5-14 years,2,100800,1.98,Mauritius1993,,"3,263,368,410",3405,Millenials
16289,female,75+ years,0,12200,0.0,Mauritius1993,,"3,263,368,410",3405,G.I. Generation
16290,male,25-34 years,41,102600,39.96,Mauritius1994,,"3,558,137,040",3658,Boomers
16291,male,15-24 years,25,99500,25.13,Mauritius1994,,"3,558,137,040",3658,Generation X
16292,male,55-74 years,12,49100,24.44,Mauritius1994,,"3,558,137,040",3658,Silent
16293,male,35-54 years,28,128600,21.77,Mauritius1994,,"3,558,137,040",3658,Boomers
16294,male,75+ years,1,7000,14.29,Mauritius1994,,"3,558,137,040",3658,G.I. Generation
16295,female,15-24 years,9,96100,9.37,Mauritius1994,,"3,558,137,040",3658,Generation X
16296,female,25-34 years,8,97100,8.24,Mauritius1994,,"3,558,137,040",3658,Boomers
16297,female,75+ years,1,12400,8.06,Mauritius1994,,"3,558,137,040",3658,G.I. Generation
16298,female,35-54 years,3,127900,2.35,Mauritius1994,,"3,558,137,040",3658,Boomers
16299,female,5-14 years,1,96300,1.04,Mauritius1994,,"3,558,137,040",3658,Millenials
16300,female,55-74 years,0,56700,0.0,Mauritius1994,,"3,558,137,040",3658,Silent
16301,male,5-14 years,0,99500,0.0,Mauritius1994,,"3,558,137,040",3658,Millenials
16302,male,35-54 years,49,133300,36.76,Mauritius1995,0.647,"4,040,345,933",4115,Boomers
16303,male,25-34 years,34,101700,33.43,Mauritius1995,0.647,"4,040,345,933",4115,Generation X
16304,male,75+ years,2,7200,27.78,Mauritius1995,0.647,"4,040,345,933",4115,G.I. Generation
16305,male,55-74 years,13,49900,26.05,Mauritius1995,0.647,"4,040,345,933",4115,Silent
16306,male,15-24 years,16,101000,15.84,Mauritius1995,0.647,"4,040,345,933",4115,Generation X
16307,female,15-24 years,11,97900,11.24,Mauritius1995,0.647,"4,040,345,933",4115,Generation X
16308,female,55-74 years,6,57800,10.38,Mauritius1995,0.647,"4,040,345,933",4115,Silent
16309,female,75+ years,1,12800,7.81,Mauritius1995,0.647,"4,040,345,933",4115,G.I. Generation
16310,female,35-54 years,8,132400,6.04,Mauritius1995,0.647,"4,040,345,933",4115,Boomers
16311,female,25-34 years,4,95700,4.18,Mauritius1995,0.647,"4,040,345,933",4115,Generation X
16312,female,5-14 years,2,94400,2.12,Mauritius1995,0.647,"4,040,345,933",4115,Millenials
16313,male,5-14 years,1,97800,1.02,Mauritius1995,0.647,"4,040,345,933",4115,Millenials
16314,male,25-34 years,33,100700,32.77,Mauritius1996,,"4,421,943,910",4444,Generation X
16315,male,55-74 years,16,50200,31.87,Mauritius1996,,"4,421,943,910",4444,Silent
16316,male,35-54 years,41,138600,29.58,Mauritius1996,,"4,421,943,910",4444,Boomers
16317,male,15-24 years,27,103000,26.21,Mauritius1996,,"4,421,943,910",4444,Generation X
16318,female,25-34 years,12,94900,12.64,Mauritius1996,,"4,421,943,910",4444,Generation X
16319,female,55-74 years,6,58500,10.26,Mauritius1996,,"4,421,943,910",4444,Silent
16320,female,15-24 years,8,100000,8.0,Mauritius1996,,"4,421,943,910",4444,Generation X
16321,female,75+ years,1,13200,7.58,Mauritius1996,,"4,421,943,910",4444,G.I. Generation
16322,female,35-54 years,7,137300,5.1,Mauritius1996,,"4,421,943,910",4444,Boomers
16323,female,5-14 years,2,93900,2.13,Mauritius1996,,"4,421,943,910",4444,Millenials
16324,male,5-14 years,0,97200,0.0,Mauritius1996,,"4,421,943,910",4444,Millenials
